pca_0,pca_1,target
0.13099407,0.3573452,1
0.1763271,-0.95893836,1
0.3887959,0.09876065,1
-2.1577997,-0.12438908,1
-1.4210072,1.7388905,1
1.1826755,-0.4596878,1
-0.9171481,0.20679648,1
-0.48406577,-1.5831623,1
1.4941648,-0.34894073,1
-0.7656199,-0.9197421,1
0.604763,0.29928356,1
-1.1624038,-0.54137015,1
-1.355908,-0.91504854,1
-0.26414585,-1.4337218,1
1.0389327,1.0816842,1
0.45570046,-1.5622191,1
-0.60759175,-2.3806434,1
-1.7083275,0.74413526,1
-0.8565268,-0.8762641,1
-0.7479508,-1.2145585,1
-0.567445,-0.67992854,1
-0.17208156,0.5094433,1
1.5817486,-1.5748624,1
-0.26037085,-0.9796724,1
-1.3542771,0.48925936,1
0.2529534,-1.8033988,1
-0.051934097,-0.7364186,1
-1.0184395,0.60280657,1
-1.6446645,-2.3206935,1
-1.1639917,-0.63899076,1
0.792658,1.3403132,1
0.97312796,0.718974,1
0.74482995,-0.84834325,1
-0.23128855,1.280515,1
1.0264517,-1.0342537,1
-0.1665074,0.7008514,1
-1.1430079,0.034228384,1
0.53004277,-0.6463237,1
-0.6665963,-0.7119127,1
0.6688069,-0.4523988,1
1.505775,0.6263956,1
0.6007912,-1.0417845,1
-1.7816782,0.13601431,1
-1.5953666,-0.3193257,1
0.5886628,-1.3692784,1
0.3298054,-0.077195786,1
0.04204622,-1.5946143,1
0.26280153,-0.62692416,1
0.86607367,-1.1574979,1
-1.3758461,-0.5921547,1
0.19930348,-0.90042174,1
0.46510994,-0.05715233,1
1.1456043,0.47381532,1
-0.08550543,-1.3356566,1
-0.82780063,0.5582019,1
-0.6960074,-0.31315738,1
-0.82255584,-0.75118446,1
-0.43693024,0.8294449,1
-0.040356696,-0.55429614,1
-0.5073024,-0.18318,1
-0.47986257,-1.0546967,1
1.8366572,-1.3554276,1
1.3476543,1.1468207,1
-1.8938311,-0.72590655,1
0.037602335,1.8955438,1
-0.6170157,-0.4243275,1
-1.3171817,0.035120815,1
-0.7031413,-2.0189424,1
0.41121143,0.45937496,1
-0.5674816,-0.70434934,1
-0.07186636,0.01216127,1
0.47450447,-0.6273281,1
0.52191687,-0.28006566,1
-0.4095575,0.8869539,1
0.16439064,-1.0702305,1
0.6146875,-0.08382247,1
0.52300644,-1.4023533,1
1.2205484,-0.7671263,1
-0.19668445,0.37071177,1
1.3222091,-0.8318699,1
0.31839478,0.2848736,1
0.18710086,-1.6611315,1
1.0173063,0.420215,1
-1.284137,-0.5671091,1
0.23119703,-1.4649054,1
0.9497754,-0.2898466,1
0.60782135,0.33793038,1
-0.7959308,-0.42472982,1
-0.29300523,0.3003009,1
-0.12463021,1.3749292,1
2.556946,-0.32837528,1
0.5728291,-0.43329346,1
0.9506978,-0.9700849,1
-2.6883023,0.21284394,1
-0.32293296,1.233612,1
-0.27446604,-1.6521683,1
-0.19784282,1.1136963,1
-0.7525373,0.12060866,1
-1.448735,1.3064945,1
0.92307335,-0.48784482,1
-0.42965075,-0.7297373,1
-0.9351182,-0.40106335,1
0.43851453,-1.5779043,1
1.1689994,-0.62534124,1
1.1455538,-0.59239423,1
-0.6988954,-0.29153812,1
0.103390455,-1.3776913,1
-0.78265023,-0.5348401,1
1.5422789,0.6445775,1
0.81877536,1.9970417,1
-1.4880595,-2.0421104,1
1.2308366,1.3025274,1
0.14783573,0.037352964,1
0.88361883,0.2780006,1
-1.4046962,-0.4921167,1
-0.24671054,-0.09920196,1
0.60879946,-0.9958086,1
1.2967184,-0.62786156,1
0.9145662,0.855026,1
1.2220863,-1.0222986,1
-0.895383,-0.09754356,1
-1.3198295,-0.4152407,1
2.4027224,1.3465108,1
-1.5906727,1.4656094,1
-0.4465135,0.41623962,1
0.12017654,-0.9447167,1
-0.70491964,1.1599938,1
0.32843655,0.30836368,1
-0.7351993,0.70613265,1
0.36062825,1.1608423,1
-0.1454148,0.41789448,1
0.632217,-0.74916697,1
-0.107950374,0.056122616,1
-1.1333721,1.4730424,1
0.1684208,0.64844054,1
-0.61813223,1.410803,1
1.69707,0.010231048,1
-0.42517334,-1.1190019,1
0.86414444,0.029905066,1
-2.0853515,-0.48324463,1
0.5912062,1.0755273,1
0.4234327,0.8524825,1
-0.4834918,0.6778387,1
-0.74631906,0.41629216,1
0.89939386,-0.81849563,1
1.3759873,-0.7356957,1
-1.677491,-1.7577353,1
-1.1822028,0.10611275,1
-0.47944543,0.1088717,1
-1.9373343,1.1659653,1
-1.2704694,-1.6624157,1
0.31175363,0.61939406,1
0.3945048,0.45324317,1
-0.7580876,-0.833822,1
-0.058663197,1.653657,1
0.30567634,1.23633,1
-0.6786524,-1.686604,1
1.3107703,0.06819713,1
-2.1245177,-0.66531897,1
0.30034688,-0.45110625,1
-0.20320877,-0.19117355,1
-0.7946726,0.033002228,1
-2.2512991,-0.39321554,1
-0.40364254,-2.943007,1
-1.0497495,1.0642933,1
-2.3220212,-0.35454172,1
-1.6775712,1.4227169,1
-0.74215937,-1.0317891,1
-2.9476953,-0.9465553,1
-1.6830976,-0.22236209,1
0.28607422,-0.07866329,1
0.41657534,1.1284373,1
0.106355816,0.6487613,1
0.07262986,0.25019443,1
2.2218602,-1.5903155,1
-0.42689404,-0.7329718,1
0.67691183,-0.74819684,1
0.3886408,-0.58371633,1
0.07054648,-0.7674511,1
-0.010975242,1.0411322,1
-0.3940507,0.19001636,1
-0.6676926,0.614913,1
-0.06029609,0.5845031,1
-0.40333563,-0.9445938,1
-0.122237116,0.73285913,1
-0.729535,0.48686984,1
-0.65511453,0.061378345,1
0.9036398,-0.30582407,1
-0.5019993,-0.046697155,1
-0.048507337,-1.3167056,1
-1.4296664,0.35416654,1
-0.06883445,0.02435045,1
0.24340372,0.20743044,1
0.72609586,-1.4761229,1
0.027940646,-1.1623385,1
0.059512436,1.1342528,1
0.6665527,-0.9030086,1
0.132984,0.9173607,1
-0.8511298,-2.1967134,1
0.72828656,0.2963604,1
0.1872387,-0.336584,1
1.4957917,-0.70195043,1
-1.1549176,-0.24651967,1
1.6021183,1.1994573,1
-2.4743724,-0.01755765,1
0.62870896,1.1213663,1
0.03978605,-2.3073442,1
-0.21935757,0.3092783,1
-0.017579347,-0.94721097,1
1.5545943,-0.6308509,1
0.36679867,2.5130298,1
0.6777004,-1.2619143,1
-0.483419,-0.32482103,1
0.6704279,0.6560177,1
0.2917189,-1.8981119,1
0.7524747,0.029035538,1
-0.78593785,-0.74911475,1
0.40105167,-0.6781292,1
1.2502394,-2.0794756,1
0.85324657,-1.2659589,1
0.27469218,-1.3346936,1
-0.45999515,0.17103414,1
-2.7562952,-1.2468067,1
0.11124457,2.3843598,1
-1.0450882,-0.21579203,1
0.049478613,-0.0021634102,1
0.15147841,-1.6552719,1
0.60442674,-0.505859,1
0.3682508,-0.21649647,1
-0.21250188,-1.4548885,1
-0.8186442,1.1165695,1
0.9016863,-0.10517678,1
-1.0460714,0.25534657,1
0.685021,1.2527906,1
0.7676962,0.40585548,1
-0.34996969,0.058179155,1
-0.9527936,-2.5087893,1
-0.36990646,0.383343,1
-0.8760072,-0.3215523,1
-0.3919407,1.2914708,1
-0.79161614,-0.30555356,1
-1.1689718,-0.35144183,1
0.87459844,-0.16035232,1
-0.47700363,0.8793514,1
0.26086846,0.23516284,1
1.0641923,-1.5029912,1
2.623519,1.9383135,1
-0.07458717,-1.8558056,1
-1.5607835,0.7352031,1
-0.34031966,-1.3022089,1
-1.533709,-1.5133381,1
1.0166011,-1.4636812,1
-1.2910575,0.021615744,1
-0.83986914,-0.11319546,1
-0.3657781,-1.1825267,1
-1.1338385,-0.20124558,1
-0.061412096,1.1112311,1
-2.006174,-0.89599586,1
0.7741996,2.1703074,1
0.5432254,1.5036365,1
0.5431174,-1.1560081,1
1.1081884,0.73035383,1
1.025445,-1.0223945,1
2.2757933,-1.7816088,1
0.09752715,0.05850856,1
0.947178,-0.92739666,1
1.0287956,-0.36193797,1
-0.15909018,-0.6624977,1
1.3607095,-1.3619471,1
0.6359673,1.0363225,1
1.3408782,0.28303602,1
-0.04577558,1.562663,1
0.849549,-0.48962694,1
-0.75900877,1.3323979,1
-0.33144623,-0.3939223,1
-0.81205785,0.72825056,1
-0.050202455,0.046814367,1
0.58152807,-2.0609612,1
1.5188557,-2.556864,1
0.42010868,-0.6749607,1
0.59161335,-2.1715152,1
0.7200986,0.4525043,1
-1.1268225,0.30775595,1
1.6681226,-1.5425655,1
-0.22817728,-0.94483185,1
1.5199668,-1.5546259,1
-1.5728164,1.4262453,1
0.17106411,-0.018698558,1
0.04649681,-0.6177672,1
0.3513471,0.48854363,1
0.2988552,0.26602918,1
-1.3358111,-1.0337406,1
1.4294119,-0.13898386,1
-0.46706703,-0.091118366,1
-0.27115798,-0.12426388,1
0.549708,1.006923,1
0.30193695,1.8480859,1
2.235085,1.3302844,1
-0.43762326,0.40591782,1
0.8707689,0.56036395,1
0.052031174,-0.09800136,1
-0.8050023,0.032648742,1
0.789397,1.3074872,1
0.7755762,-0.68366027,1
0.31394535,-0.6488945,1
0.09659321,0.75609636,1
-0.5720876,1.2824826,1
0.22959761,0.8432168,1
-0.9496655,-1.285943,1
0.33883584,0.12293255,1
0.7109634,0.8662853,1
-0.5505346,-0.33170214,1
0.79935986,2.0408018,1
0.06887043,0.95047575,1
0.21642233,1.9262338,1
0.23712066,-0.7911882,1
1.0158112,-0.83416337,1
-0.5149253,-0.7947699,1
0.9978914,-0.321798,1
-0.17545143,-0.5747313,1
-0.8431551,-1.8804332,1
-0.8290131,-0.27829233,1
0.30447775,0.40875512,1
0.4264297,-0.12843496,1
-1.9626641,-0.6052625,1
-1.2305055,0.21383803,1
-0.47764665,-0.9646408,1
-1.7305924,-0.53620386,1
0.36136046,0.5265577,1
0.74010646,-0.8873962,1
1.6012619,0.2712415,1
0.57825744,-0.14028595,1
-1.2152811,0.9155956,1
1.7769332,-1.0037984,1
-0.75501865,0.6571502,1
-0.16732186,1.4608035,1
-0.016389385,-0.9280068,1
0.7831807,-1.3395225,1
-0.44675273,0.62626356,1
0.6793152,0.6748755,1
-1.3298113,0.6022446,1
-2.475173,-2.2348037,1
0.90944546,2.0505466,1
-0.40277797,-1.3466235,1
-1.4608579,-1.118046,1
1.3416514,0.58414257,1
-0.69038206,-0.6513248,1
-0.37792015,-0.11661354,1
0.4284832,1.644618,1
-0.5840578,0.3071224,1
0.6393045,-0.40950274,1
0.53557914,-1.1315181,1
-1.1450026,-0.1069757,1
-0.20616187,0.057377994,1
-0.13845325,0.64380014,1
1.4476811,-1.8415163,1
-2.6848733,0.20681599,1
-0.52934223,1.88108,1
-0.7698017,-1.2213156,1
0.532532,-0.071069725,1
-0.14233679,-1.1336093,1
-0.6127957,-1.0790123,1
-2.4672055,-0.9292358,1
-1.2876701,1.0911759,1
-0.6559516,-0.19907548,1
2.1776378,-1.9610373,1
0.6365491,-2.122046,1
-0.1163571,0.21151243,1
0.98703194,1.2824407,1
-0.1609322,0.704846,1
-0.7558704,-0.85445505,1
-0.56586456,-2.2663922,1
-1.2748877,0.33962244,1
-1.0989273,0.8275906,1
-1.0575875,-0.74788344,1
1.4755143,0.70152307,1
-0.20763098,-1.2842679,1
1.2737708,-1.6002401,1
-0.4699659,-1.6605746,1
-1.7080188,-1.0861856,1
-0.7754705,-1.2265091,1
-0.6128316,-0.98605484,1
-0.25015026,-0.62863266,1
-1.148202,0.96175945,1
-0.6981109,-1.0763017,1
0.018863387,0.3538182,1
1.3244281,-1.3049748,1
0.8676218,-1.6422046,1
-0.3049696,-0.53269863,1
-1.3679526,-0.62969327,1
-0.36971116,-0.25928319,1
0.46308923,-0.10500452,1
2.2552168,-1.4615673,1
-0.8111522,-2.9967513,1
0.6227692,0.2228416,1
0.4883746,-1.5222871,1
-0.64559025,0.6137663,1
-0.7314036,-1.267642,1
-0.4509391,0.81322056,1
1.8525072,0.93264955,1
0.49366638,-1.1993756,1
-0.37323725,0.25846928,1
-0.72554517,0.59343743,1
0.57434887,-0.4044194,1
0.31095904,-1.1892717,1
-1.5545996,-0.8787168,1
0.98163205,1.7046912,1
-0.6544868,-1.4227324,1
-0.58359915,0.7338227,1
-0.5215159,0.48722094,1
0.30456024,-0.66416836,1
0.06507842,2.3868694,1
0.59861517,-0.08058308,1
0.6531501,-0.16522515,1
-0.34352487,-0.41369593,1
-0.6128181,0.37116775,1
-1.6602188,-2.0698314,1
1.7084502,-0.8352046,1
-0.4309145,-1.710005,1
-0.5662051,-1.5039282,1
0.19727251,0.06842314,1
-1.0699319,0.06921846,1
-0.79706776,0.550172,1
-0.22547379,0.32131785,1
-0.032747686,-0.9625943,1
0.5704933,2.552382,1
-0.093132295,0.0507541,1
0.19037628,0.22755322,1
0.20726587,-1.771466,1
-0.49199894,0.55265486,1
-0.724213,-1.107311,1
-0.290766,-0.10610176,1
-1.1466665,-2.002185,1
-0.35680854,0.36792088,1
-2.0190377,-0.5511551,1
-0.12956448,1.912337,1
-1.0374242,-0.5778692,1
0.79598975,1.5719243,1
-0.10054485,-0.63056576,1
-0.17636567,-0.38889104,1
-0.39604965,-1.2712883,1
0.8702198,-0.04264693,1
-0.5675907,-0.71606636,1
0.04253547,0.23416442,1
-0.18076256,0.35663658,1
1.186733,0.012232766,1
-0.72293425,-1.4835482,1
0.4054904,-0.15539536,1
1.3446232,-0.6271026,1
-0.6492303,-0.5334712,1
-2.4454358,-0.7421006,1
-0.14050296,-0.46572086,1
0.64036,0.5274645,1
-0.045077603,0.7906561,1
-2.4997041,0.5501106,1
-1.5397735,0.29973292,1
-0.84859216,-0.86449313,1
0.10277293,-0.095914856,1
0.22547334,-0.11031851,1
-0.66514856,-0.8107776,1
1.1867509,-0.71291435,1
0.013429247,-0.83316386,1
2.4717908,-0.5336193,1
0.08156583,-1.337349,1
-0.1792972,-0.29605025,1
-0.3910857,-2.0003893,1
-0.81549907,1.0436267,1
-0.6544779,0.6353968,1
-0.05775362,-0.39433235,1
-0.32042885,1.9382628,1
0.6252172,-0.24045953,1
2.246672,-2.005648,1
-0.011446767,1.5261765,1
-0.99658555,0.44654453,1
-1.002073,-0.7013711,1
1.9810426,-0.4757007,1
1.1413434,-2.3667963,1
-1.408423,-0.44111717,1
-0.6145426,1.3128823,1
0.98411,-1.5924237,1
-0.5623626,-0.93551064,1
-1.5805299,-0.061949633,1
1.176007,2.835691,1
-1.7303774,0.41838968,1
-0.30442005,-0.53469396,1
0.16209164,-0.36501014,1
1.7889148,-0.5859091,1
1.118963,-1.0289108,1
0.22660966,0.68950695,1
0.18971884,0.43099758,1
-0.69380885,-0.4243803,1
-0.5461412,-1.0876108,1
-2.375169,-0.4536097,1
0.57499224,1.6674116,1
0.13867977,0.7613939,1
-0.25114793,-1.0906132,1
-0.33522835,-1.2040884,1
0.74150985,-0.7703911,1
-0.36319506,-0.32924527,1
-0.30103317,1.900758,1
-0.61126876,0.3225699,1
-0.9471518,0.5355226,1
-0.08290161,1.236927,1
0.21338236,-0.21928522,1
-1.1637001,0.6119158,1
1.6744963,-0.9214362,1
-0.71184915,0.2703563,1
0.17716506,-0.18714914,1
-0.87829626,-1.259459,1
0.034005433,1.9879137,1
-0.06406705,-0.37417585,1
-1.8440408,-0.915681,1
-1.1372175,0.8168814,1
-0.23032387,-0.8621634,1
-0.05733334,-0.04904996,1
0.0447096,-0.6677064,1
-0.9843599,0.10664439,1
0.3015268,0.4042578,1
0.91172445,-0.69852537,1
0.32952142,1.0533028,1
-2.6980948,0.84134233,1
-0.5612529,0.7650149,1
0.9136043,-0.71170086,1
1.0811442,-0.5660054,1
-0.23195137,0.63563746,1
1.3256943,-0.68731385,1
1.3147175,-1.4535899,1
0.0025407001,0.6131487,1
-0.7284939,-0.6603965,1
-0.100595355,0.41252494,1
-1.051963,-0.61656725,1
-1.0245236,1.9859053,1
0.16338566,-0.13410065,1
-1.5564971,0.05823192,1
-0.59282047,0.93848,1
-1.8083237,-0.3938761,1
-0.5951733,0.8950513,1
-0.5833639,-1.1092926,1
-1.2595133,-1.0187281,1
-2.301724,-1.7403629,1
0.04592538,0.2986698,1
-0.15587285,-0.3701343,1
-1.2218757,0.2912081,1
1.2566091,-0.45908958,1
0.10115364,-0.91129863,1
0.29618186,-0.6119553,1
1.3393427,2.350194,1
-1.2594075,0.45505744,1
0.18071988,-0.60899377,1
0.24761848,-1.3284919,1
0.27241912,-3.3455462,1
-0.106980406,1.2277377,1
-0.7176071,0.87424433,1
-0.809271,-1.5988314,1
-0.5895423,0.37153116,1
-0.69609976,0.35963437,1
0.049490474,-0.5986883,1
-0.5719838,-2.0773551,1
0.071833,-2.1797643,1
-1.1120183,-1.9859223,1
0.5040364,-0.10277737,1
0.11617817,0.16131544,1
-0.8325297,-0.395076,1
0.44776073,0.9473033,1
0.40940762,-0.11461494,1
0.8777022,0.117223784,1
-1.7291347,-0.41569835,1
0.14166844,0.14117278,1
-0.68442905,1.0956314,1
-0.09717045,0.8213388,1
0.97464514,1.4337771,1
-0.14391936,1.7338237,1
0.97169983,-0.7262876,1
-0.24987856,-0.47421324,1
0.7920207,-0.4425867,1
0.4946167,-0.75051963,1
0.20410065,0.22752221,1
-0.64328456,-0.9447218,1
1.9930165,0.045052275,1
-0.41420692,0.3037305,1
0.40578386,1.6041269,1
0.74538153,0.68942153,1
-0.8518793,1.3540928,1
0.5314827,-1.7517651,1
-0.35650808,-0.13863333,1
-0.51447463,-0.76905066,1
-0.6737593,-0.45412913,1
-0.17347607,-0.43839297,1
-2.5575414,-1.8768249,1
1.3068309,-1.6994243,1
-0.80987906,-0.06639837,1
-0.026853845,-0.79332244,1
-1.0928767,-0.99240386,1
1.6126165,1.2719175,1
-0.9375418,-0.5316866,1
-1.0122368,0.22222412,1
-0.66607976,-0.9859504,1
1.9518477,0.39543775,1
-1.9199442,0.46280637,1
0.88874495,0.16270307,1
-0.12822312,0.32642424,1
0.9892851,-0.6277573,1
-0.19135904,-0.7754498,1
0.25621498,0.7468655,1
0.81389004,-1.0437356,1
-1.356526,-0.42255354,1
2.6185353,0.9766928,1
0.9858147,-0.5740429,1
0.037801296,-0.067713484,1
-0.2754461,1.5658523,1
-0.5623212,-0.06060119,1
0.95145226,0.70398235,1
0.31954175,0.30018523,1
0.54518425,-0.60738844,1
1.3662015,0.8622296,1
-0.8021687,0.17093655,1
0.9432288,-1.0276438,1
-0.30938035,-0.005877942,1
1.200226,-1.3975396,1
-0.23408386,-0.4603586,1
-1.2393782,-0.39007998,1
1.0073344,0.47594774,1
-0.80573523,-0.7862998,1
-1.8549682,0.445383,1
-1.8684036,0.04503888,1
-0.48441803,-1.317958,1
-0.6425401,0.10220879,1
-1.0059502,-0.78596735,1
0.13681254,-0.98882705,1
0.7501243,-1.7501402,1
0.3501725,0.806926,1
-1.7178739,1.36917,1
0.043110296,-1.1178162,1
0.54121137,0.1415133,1
1.8897711,-1.5604017,1
0.40551776,-2.3705707,1
-0.04191612,0.5019295,1
-0.8602152,-0.5899051,1
1.1905118,1.8992407,1
0.011337303,0.04072161,1
-0.20170212,-0.03129007,1
1.3210094,0.9737927,1
0.6284593,-0.6438006,1
1.2929211,-2.1485276,1
0.26811156,1.8094356,1
-0.8063245,-0.13914508,1
-0.77649295,-0.38072717,1
-0.12076512,0.1805875,1
0.006641522,-0.27631766,1
-0.74810326,-0.6072575,1
-0.6836486,-3.1236656,1
0.3119989,0.04892896,1
-0.34520286,0.55072445,1
0.90629625,-0.48483324,1
-1.0030863,-1.2849123,1
-0.8245466,-0.761278,1
0.061450243,1.014321,1
0.15445065,0.023432598,1
-0.33889946,-0.98831165,1
0.7135323,-0.50616115,1
-0.6914287,0.30435827,1
0.5321852,-1.0680796,1
-0.4909081,0.10950516,1
0.7431082,-0.73896134,1
0.7231096,-0.5126703,1
0.4359534,-0.24526396,1
-0.8131441,0.21010326,1
-1.7542157,0.6273664,1
0.47112837,0.9150041,1
1.3357496,-1.7006134,1
0.04680367,0.8933465,1
-0.6297182,0.5788626,1
-0.68901145,0.9479155,1
1.8337383,-0.24687594,1
-0.39162475,0.71301025,1
1.3496279,0.17385817,1
-0.22231892,1.5560722,1
-0.37011468,-1.6386906,1
-1.6474017,-1.2022702,1
1.3424538,-1.804093,1
0.5456169,-0.84058416,1
1.3264364,-0.15803997,1
0.87113565,1.5233045,1
-0.22665605,-1.8861533,1
-0.18503729,-0.15267116,1
-0.17288968,-0.79621714,1
1.0389937,0.3621657,1
0.97051203,-0.33815718,1
0.62916344,1.1587785,1
-1.8539363,0.69585484,1
-1.1213899,-2.4338708,1
-0.061435606,1.3887997,1
0.24515697,-2.2934232,1
-1.1688784,1.4309148,1
-0.710235,-0.60436434,1
0.6717051,2.1426883,1
1.0149431,1.5892751,1
-0.7781255,0.45126903,1
0.26061112,-0.40237796,1
0.9675574,-0.9194314,1
-2.0079231,-2.600511,1
-3.0943274,-2.0217066,1
2.6654944,0.575685,1
0.069861874,0.87236154,1
0.18470109,0.5285454,1
-0.8377553,0.622903,1
-1.7118099,-0.35424998,1
0.8244951,1.9305675,1
2.7176325,-0.97941583,1
-0.7069515,0.025315091,1
-0.12557632,-0.047130816,1
-0.63194793,-1.3195913,1
-0.06936285,-0.34101975,1
-1.1092141,-0.33486837,1
-1.2581028,-1.1911442,1
1.4727283,-0.41525412,1
0.40579122,-0.62196803,1
-1.6059198,0.5127203,1
-0.55373317,1.4325122,1
-0.6304838,-1.0935514,1
0.019198067,-0.44110215,1
1.6764791,0.65413547,1
-0.65039635,-0.32891876,1
-0.505496,0.5013226,1
-0.17759836,-1.0349087,1
-0.00063700974,-1.9582081,1
0.36334747,-1.0879617,1
0.03959556,-1.3350681,1
-0.94087726,-0.7651684,1
2.1213415,0.38811582,1
0.3621698,-0.6418594,1
-0.9122133,-1.4982936,1
1.0405744,0.17899512,1
